Username,Comment
@mishyashsoni9270,Processor 💀😂
@AVINASH-AGARWAL,Kon kon not your type se aaya hai ( like kre )
@AVINASH-AGARWAL,Kon kon not your type se aaya hai ( like kre )
@mansysharma1254,❤
@pintupatel8391,Aayu never disappoint
@_Ajar,Hardy bhi Netflix main aana chahiye
@firdaus427,Yc yc Bank 📈📈📈😄😄
@Futuretalk88,Netflix luck he jo NYT ne collob kar liya😅😅😅
@prathmeshgavad6284,not your type and angry prash are two legends of this world for me and they are so chilled and cool ❤
@shavezsid0746,YC YC bank ka full form kya h 😅
@Kakarot_ssj_7,we waiting him on his channel and he was there 💀💀
@shavezsid0746,2:03 Mumbai Traffic + Auto riksha me kon chori karne jaata hai🥲vese Indian money heist se yahi ummeed thi😅😅😅😅😅
@Dancingbubbles007,Jskksksksms
@InnocentOg1,"RIP Pankaj ka Baap😢
You will be missed forever."
@tonmoynarjary905,😂😂😂
@tonmoynarjary905,What a guard
@जयदेवनागर-ण3ष,Tarakki😂 God bless you bhai❤
@Icarusyt_307,"❤, seeing your success"
@klawpaw97918,Zatato😅😅😅 bike buuuuuuuu!
@rnmelegaonkar5738,Password 101 tha 7 vi fail
@subratadevroy7901,Processor 😂😂
@fardeengangster1659,Netflix per kyon Dala😢😢😢😢
@mrrajput4151,This story is copied from Gorrila gang movie
@mrrajput4151,Himachal name hit different
@coolgamingtime5167,1:16 best part 😂😂😂
@Itss_okjordannn,That 499 is worth it for me as long as you as you guys keep pumping out quality content like this.
@FunTIyooh-,Password lol 😆😆
@Pankajdev.,And I am Pankaj 😅
@Yashdeepverma18,Love from bhopale uffs Bhopal 😂😂
@subscribe_karkekidnpkarnewala,Me Chhattisgarh se he hu 😂
@anubhavforall,Really appreciate the Creative Team for Netflix India❤❤❤
@TanmayJadhav-iy6ie,We want more videos of not your type  collapse with Netflix❤
@upgradetobig4458,I am from pakistan but literally you did a nice job hats off to you guys
@hiteckhari,"Is 
   Vajah
              Se
                   NotYourTYPE
                                          Ki 
                                             New
                                                    Video
                                                             Nahi. AAYI"
@rojoroj9777,Bhai netflix ka nhi apna prachar karo bahut tariki karoge
@Rudreshpavaniya,Kya iska part 2 aayega ?
@tarun_joharwal,4:37
@its_subhojit,Who wants season 6 of money heist .....
@sangeetasinha4979,Itna vegetarian video tha ki salad bana ke kha liya 😂😂😂😂
@bullah1059,Chhattisgarh... 🤣🤣🤣
@paritoshkumar4790,Ayo Big Move NYT
@sanskarsharma1138,Bhai spoiler de diya tune money heist ka .......... I literally hate spoilers man
@realxgaming2453,I'm from Chhattisgarh raipur 😂😂😂 unexpected ❤❤❤
@sandeep_k.,Amazing disclaimer 😂
@Trishalshett103,4:47 damn😂
@ZAHEER_KHAN_CREATION,शेमडी
@totalgamingbiraj8450,😁😁😁 mazaa aaya
@vkgamezone4290,I Want second part this video ❤
@vkgamezone4290,It's very nice Amazing and Funny video 👍🤣🤣😂😂 Good
@rudeverse,Bahut Badhiya 💕 brooooooo
@LuckySingh-jm8wy,Mehent bolte hai @notyourtype
@俺はkokushibo,This is the Collab we never asked but we deserved.
@trickyofficial13,Last story twist was from the movie mankatha man
@HarshitKawdee123,processor intel ka tha ya amd ka ? only pc community can understand
@EDITHAI-uz5xh,This collab and the climax twist was unexpected 😅😂
@Arjaswasingh,Rachit is live now and seeing this master piece
@alokshukla4518,1:15 processor 😂😂😂
@ankitkasana7712,Not  your type lov u bro ❤️❤️🔥
@ShrawanYadav-uu8pk,🔥
@yashwardhantubid2581,I guess Netflix should make money heist india just like south korea how professor heist royal pint of Spain same with India's RBI 😂😂😂😂
@MewMystic0,apna not your type to star bann gsya
@badboy-gr3hl,Thank you Netflix for made his video with Not your type
@snigdha_k,The best Collab ever
@nareshkalaskar83,Password 101
@ShashiKumar-nq1cu,Nice from  not your type fan❤❤❤
@deatheaterfun3071,rizz
@aayushshinde5827,True growth
@sumanjha3576,Netflix x Not Your Type = 🔥🔥🔥🔥🔥
@MohitKumar-xw6vf,Please make a indian money heist with different story
@sahuenterprises122,Finally Collaboration with not your type
@tusharvarshney1360,Amazing artwork ❤
@amanbelodhiya4223,Kon kon chhattisgarh se ho like karo 😂😂😂
@amanbelodhiya4223,Kya funny video hai 😊😂😂😂😂😂😂
@zoul22-s,Nyt Bro kitna paisa mila? 😅😅
@chandrikaseth810,Really nice work 👌👌 listening the name of Chhattisgarh.. is making my day 😃😃
@stealth3606,When is said chhattisgarh😊❤
@Ashoksingh-ie6wf,Not your type ka sense of humour next level hai 😂😂
@michaeljoseph1101,Bhople 😂
@kashyap_ayush,3:31 🤣🤣
@saritaprajapati7875,👏👏👏👏😂😍
@saurabhyadav1523,Love from chhattisgarh ❤
@ridaansari8001,Chhattisgarh ❤❤😂
@tunenation1940,🤣oo Bhai sab....hasi Rukh nhi rahi
@Prashantjadav01,Proud moment ❤❤❤
@bishowghimire3570,Gives hives of money heist
@gravigamingaf,Password 101 😂😂😂
@gravigamingaf,Zotato 😂😂😂
@rohitpadale9751,3:17 😂
@hpstromx5873,Me after watching this video:- destroyed with in second 😑
@rittikrittik3142,😂😂😂
@Its.toji329,Op
@zanedandsouza,nyt lessgggggoooo
@zanedandsouza,i died bruhh 😂😭😭😭😂😂 aye shemde ruk re 😂😂😂😂😂
@wronggaming17,Ab smja ye nyt ki video kyu ni aari thi 😂
@noobxarmyyt01,@NOTYOURTYPE is bhadmunji ke ne yaha bhi bhasad macha di .. full ha ha video 2 hath jodne wale emoji
@himanshushekhar7919,Well done @NOTYOURTYPE WE ALL PROUD OF YOU
@OhooProduction,bhai new video kab aayegi
@OhooProduction,Big fan of not your type
@Doofus_Ham,Netflix's collabs are always the best.
@gamingwithlegend3609,Not Your Type '' BHAI  AAPKE  CHARAN  KAHA  HAI ''
@sanatntv,Op😂😂😂
@raisinghsingh2744,Not your type fanclubbb
@vishalkashyap5_22,3:07 Bhopal or Chhatisgarh 😂😂😂
@riteshkumarsahu1,Love from छत्तीसगढ़ ❤
@ayushvlogz-j7e,Collab with rgbucketlist
@aronyabiswas00076,Not Your Type Papi ❤️
@Akshay-fy2ku,Love from Himachal❤
@ISHATOON,Not your type my favourite 😂😂😂🎉🎉❤❤❤
@sabbi057,Love nyt❤❤
@kistugaming2726,Not your type❤
@harpindersingh1323,"salad 🥗 smujh ke kha suikte ho 
 best one"
@anuragtiwari904,😂😂😂😂
@rockingsuru,🔥🔥🔥😂😂❤️❤️❤️
@JunaidKhan-em9oe,Processer ke account m transfer 😂
@prabhusurwade3797,Most deserving collab ever ❤️big fan not your type
@victoryMindset07,Love from chhattisgarh 😂❤
@rider125,Prosessor 😂😂
@chionophile2111,"This is what we wanted, Thank you dear Nyt and Netflix ❤"
@dawasuniqueworld2388,Who wants a Not your typ Wednesday Adams 🤣
@ramchandrashendge5680,"Can you collab with rg bucket list ,angry prash and hard toons"
@taki_chan_edits,😂😂😂 bhai 🎉
@realyash1993,😅😅
@lekh1605,Love from chhattisgarh
@rakhikushwah3610,😂😂😂😂😂😂😂😂
@jalasingh2130,Rg p
@xdangergames1203,Are Ruk Na Shemde Line Is Op 😂
@themadtitanx,Ayu is the best.
@641gmial,Veg sahi hai noveg maja nahi aata hai
@SpectraBloom-p9l,Proseccor 😂😂😂😂
@Hardiik_sharma,♥️♥️
@anjaneshbadiger392,Procecer 😁😂😂😂
@mamakhan9151,Not your type buys Netflix 😶
@Musi6715,I can believe it! Netflix did collaboration with Not Your Type. It's lit 🔥.
@alonenirdesh2281,Processor 😂
@bhagyashrimandhare9955,This is very crazy l love it 😂😂😂❤❤
@satyamsagarsahu,Not your type fan forever
@royalknightpganimetor,ye thodi thodi banck chor movie jesi he
@ankitsakhare4420,😂😂😂😂
@ChikunRuOne,😂😂😂Really Appreciated
@karanmalhotra8598,Prosessor 😂
@aliahsan9619,Yoooo madt bhi ayu
@gurrijawanda1261,Ek aur dalo aisi video❤❤❤❤
@victorkr4118,Netflix should make a series or mini-series with creators like NYT. It would be original and wholesome rather than shitty content.
@renison2797,Superb video 😅❤love @notyourtype
@shamboghosh630,Lol
@shubh_____1428,Himachal vale reply kro😗😗
@jeekakrishna,really gld to see you fearure on Netflix...i have been following you on this for 2 years
@jeekakrishna,amazing
@usmanM-fs7rq,NYT x netflix legendary collab 😮🥵
@being_adult,Himachal😂❤
@LEON-X777,COLLLAB WITH BBS 👑
@candlelight7064,Not your type is the best forever🎉❤❤
@cartoontv561,🎉Not you type x Netflix ❤ 🎉
@pathronyt3854,NYT × NETFLIX OOO MY GOD
@animationwithdark2,Hello ❤️❤️🥰🥰🥰🥰
@AnmolYadav-qs7ov,Bhai ahi gaya Netflix pe love you brother we will keep supporting you❤❤❤❤
@rahgir_2059,Bsdk mera naam Pankaj hai
@Litereels-ok,Love from Chhattisgarh 😍
@savouryrides,Bhopal as bhople😭😭😭😭
@Little_Swagger,😂😂❤
@Little_Swagger,🎉🎉🎉🎉🎉🎉🎉
@krishnajoshi3379,Notyourtype apni hi story hi suna raha hai
@yatharth_Ed1tz,❤ mange more sir ✨✨✨✨✨✨
@ritikraj9700,"Real money heist is here only, and in this video we got a new and smarter professor than actual Money heist 😅"
@patel2k27,1:58 I am Chhattisgarhiha
@zaidy0Roshan,Not your type army😅
@quickreview970,Bsda bana deta. Tou sure maza sta😂❤
@Sarhanvlogs2025,thes2 plz watch this
@zaidbhat08,🔥❤️
@savipawar4497,❤❤❤❤❤❤❤❤❤❤❤
@vineswithrj,Bhai mst ❤❤❤🎉🎉😅
@hiakofficial8180,Not expecting this collab
@taimoorahsan6120,Better than money heist's latest seasons
@amanpreetsinghgandhi8507,"Twist Op...
Never Expected This Collab🥵🥵🥵
NYT X NETFLIX We Need More"
@rohitmandavi7226,"Are apna chhattisgarh bhi h isme 😅😅❤️
.
.
Ek like apne chhattisgarh k liye ❤"
@ORCARides,"Ye dekne ke baad money  heist ghanta dekhunga mai , na bhai acche mood ke tau bhen nahi karni"
@joydipchoudhury3227,সেরা
@Tarabhaipharaga,Gandh far oph 🤣🤣🤣🤣
@kunalthakur6398,🎉🎉🎉
@junaid1675,Kitna Paisa Diya Netflix ne
@ranjitdey-qi3ok,Not your type ❤️
@hussainakhtarwahid,this was better than the final season
@nightinsaan7332,What a story😂👏💜
@gulshankumar01,Big fan ❤❤❤
@BENZ_OFFICAL,S____be me 😢 su___t me
@pakya_Bro,sale mera naam hi Pankaj par mai eak chor nahi programmer hun twist ye hai ki mai 13 saal ka hun
@Clueless_gaming_7,"Collaboration ❤
NYT x Netflix 😍"
@funnygameplay1236,Bhai me chor nhi hu🤣🤣🤣🤣
@haran9296,Uff 🤣
@sidk8302,Netflix is creative everywhere.
@bucket290,Aj birthday hai
@bucket290,Netflix pin karde birthday hai aj
@wowali-bs5cx,I Rajni can't believe this 😳
@vebhuuu,NTY X Netflix❤
@Pablo-og,"NYT , Youtube to Netflix long journey bro ❤"
@jack27nikk38,Better than chota bheem
@anishabanu6029,Not your type is the best
@RahulSharma-ow6me,THUNIVI X Money HEIST
@blackdragon-yk1yt,❤not your type yhan tk aagya proud vala moment ho gya ye to bro🎉🎉
@pawangrewal195,🤣🤣
@sunitasaini736,4:54 is epic
@Those_Memorable_Things,Make more videos just like that ♥️
@Yoursenior07,@not your type 💓
@cateyegaming4834,"""Not your type"" never disappoint"
@movie_matrix,Netflix intro sound never bores me.
@professor8880,Money Heist is emotion ❤❤
@zarakhan1685,NYT team ❤️
@kanhaiya8019,👌👌👌👌
@viveksingh1221,🤣🤣🤣🤣🤣👌🏼
@padmaarya5104,3.19 was the best 😂😂😂😂😂
@manishadas1546,This was so unexpected I'm so happy seeing this 😭💗💙
@ArjitKunYT,Only Artist can notice This video is not Animated by Not Your Type. 😎
@hanumanthabarikar4853,"Whoa!
The script, animation everything is fabulous 😍🤩"
@gaurav_someone2525,Bomb se bhi locker nahi tuta low quality ke bomb ka natija 😂😂
@atulrajdhawan8736,"rip off >>>> original 
NYT never fails to entertain us"
@sahilshaikh6113,This rickshaw wala is also funnyy guy elements
@himanshuroy7075,Big fan yrrrrr like ❤❤❤ufff
@its_trident_07,"Hats of yrr 
Great work ❤"
@pankajraghuvanshi5333,😶mereko khelna hi nhi he
@coco_01-29,the way he pronounced mumbai felt like someone got roasted indirectly
@prolay_saha_6883,Big surprise to see not yourtype collab with Netflix 😍🔥
@UK01Gameing,Thnx Netflix for this collab ❤
@sahilshaikh6113,This guy is pure comediyan  never disappointed 😂😂😂😂
@Remzzy,😂😂
@vaibhavdas8467,Not your type has gone so far
@e__a__g__l__e__here,POV :- When Oggy ordered Money Heist 😂
@blackfury4567,Sahi hai 😂
@jyotikathakurjyotikathakur2433,♥️❤️♥️❤️
@mrhacker9801,Kab ka dekha😒
@purabsaroj4056,Wiooooooooo!
@rahul90481,4:02 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@ShekharKumar-lz5gw,Awesome...mja aa gya😂😂😂😂
@gamingboy5303,Not your type zindabad
@dodiddone6547,Mujhe to laga tha ye banda mar gaya
@pajn,Sens of Humour was God level XD
@ravibaghel1705,Love from chattisgarh 🤩
@hbmovies4896,Bhai nyt❤️❤️❤️❤️❤️❤️
@aachal18,"Salad smzke kha bhi skte hai 😁❤️
NYT forever ❤️"
@comedykigoli69,1 nombar😂❤❤😅
@shivamchaudhary5007,Bhai aag Li one of the funniest video of nyt
@anonymousquark,We need more nyt.!!!!! Amazing collab
@Uchiha_Akash,Awesome 👍🏻
@prakharmishra3454,Awesome not your type
@1Vyom1,Best part 3:44
@rryschan,so proud of NYT
@Maihuyovan,Love from himachal
@mayanksanspal,Love from himachal pardesh....😂😂❣👍
@Tanyfx67,Fun fact - This video upload not your type channel to not your type 1m views in 1day
@bideshsarker8182,Oasam
@riyuk3782,Chhattisgarh 😁👍
@Mr.boldprediction,😆 😆 😆
@Heydear-cr7,Bhai ek dum hahaha video
@mahendrabasalc2659,Not your type fun level ultra pluse 💎🙏💯
@asp6250,NYT AAYU ❤
@gargeebeyondthinker3974,I'm so happy Aayu made a colab with Netflix<3 not your type forever>>
@amanrai5532,Nyt is best🤣
@legendarygamingff6559,King of web series Netflix India x not your type =masterpiece 🌚
@Rocks_roxks9,Himachal Bhopal 🤣🤣🤣🤣🤣🤣
@rohansharma8712,Wah yr
@nasrin_05,Ayu it was awesome ❤
@MissAlphaTv,Thank you very much for your love and respect guys 😍❤
@maddy.957,😂😂😂
@nasrin_05,Not your type is totally my type ❤❤❤❤
@akanksha4627,😭 proud of you @not_your_type
@rowdyff4975,Chhattisgarh❤
@iamdipu02,🤣🤣
@sumitsaini1221,Bank Manager to NYT - Lunch ke baad ana 🙏🔥
@Esocial002,Chhattisgarh wale like kro ❤
@pratiksonune588,😅😅😅😂😂😂😂😂😂
@kittu8825,Broooo i have never laughed this much in my entire life😂😂
@its_meSuhu4509,"the collab that no one expected but everyone deserves. 
INDIANS YOUTUBERS  X Netflix ❤😊"
@Aditya_Kumar_Vishwakarma3453,Wow
@khaledff90,Super duper❤❤😂😂😅😊😊😊
@opstrux,I am thief? 😨
@shayanahmed_XD,Best maza agaya 😂😂😂
@laxmanpatel3196,Omg chhattisgarh 😂.. thanks for recognising us
@crxinteractive,Netflix India Very Good Collaboration NYT×Netflix❤
@rohitrow6566,Awesome 😂
@newmail1173,Not your type always on fire 👻👻
@aarushsingh1603,I started watching him since he had 4k subs now he has above 2 million so happy to see
@rajshah6581,Only legends know that bomb sound was from Minecraft TNT sound 😂😂
@NobalSahu,My favourite youtuber is here 🌞❤️
@mananjain714,3:18 had me rolling bro!!!!! 😂😂
@gkstatusworld9998,Love from Chattisgarh ❤❤❤❤
@GyshanAnsari,Congratulations @NotYourType
@noobro0.2,Chhin dhum machale dhum machale kitne gande dialogue 3:00 😂😂😂😂
@vikiroy7411,😂😂😂 bohot achha hai
@Rahulplayz200,Nice 🔥🔥🔥
@lifeandbakebyhazul,Wow
@parimal00,I'm not here for Netflix.....but for not your type ❤
@arunkhanger9086,Kya thakalli video gai
@harshitmaravi639,😳😲🤯 Awesome and unexpected
@memory__14,Hahaa it was fun to watch ❤
@SumitKumar-tf3qu,Mubarakho bhai
@shinchanthuglifememes9822,Love for Himachal
@Spideymanjhi11,Chhattisgarh se ham h bhai log 😅
@whitepanda583,@notyourtype best work ❤️
@Pcm470,Bhaisahab bhopal kr chhatisgarh was epic bro. Awesome
@Abhishekk-jt6oj,4:04😅😂😂
@SasukeUchihaop,ㅤ
@Art_by_Anmol,Moral of the story - once a jebketra always a jebketra
@shreyash46007,Ye bhadiya tha guru
@Anukul-003,Areee bhai ye creater kaha se idea Lata haiii yrr
@Pankajsharma_12123,😓😓
@AnimExamv564,Mojjjjjjjjj kardiiiiiiii
@spiderno42,not your type is best
@pankajmeena5027,Mera nam hi Mila 😅😅😅
@shehri1122.q,Not your type best❤
@superanime7006,Finally not your type made it 😄😄😄
@vijaybhosale3340,haaa haaaa haaa haaaa
@D4KSH2k,Processer 😂😂
@dangerzone302,Gajjb
@Caratfirst,Ab Netflix famous ho gya hai 🥲 bade logo k sath Collab krta hai yeh
@VAIBHAV999LIVE,😂
@mehek0198,Itna jyada veg and hari bhari video🤣
@VAIBHAV999LIVE,😂
@SwastikSharma6569,"bro went from collabing with Karan animation to making a video for Netflix, This man had come from a long journey, Love you 3000> NotYourType :) 💖"
@siddhanttelgote9970,Not your type family is here❤️✨
@Raghav_24,This collab was epic
@mehek0198,Kanpati pe santi is my fav🤣
@Sunshine-jk9xd,U deserve it bro !
@abhinashmahato4019,What a story
@mehek0198,Such proud moment for all not your type fans♥️♥️♥️much more to go....
@nikhilsarraf2987,Like who's fvt scene is 3:18 😂
@badolashrafi,Auto wale ne beijjati kar di 😂😂
@tharun5956,Tarun 😍😭🤣🤣
@jeetdas3446,"Bhai Really proud of you❤️
From 3.9k subs( when i subscribed) to Netflix ke sath collab❤️❤️😘"
@kevlerYT,Not your type doing very well🤓
@kevlerYT,Yai yai🥲
@ashutoshtiwari3788,😀😀😀😀🙂🙂😃😃😄😄😁😆😊😊😊😊😊
@Sae-IX,😂😂😂
@TechLiveFact,Like those who are fan of money hesit 😉😉
@cre3st.,This guys breaking the internet
@indian-cs1.6android31,Jai Not Your Type Devta... 😅😂🖖
@thengal2008PPT,Not your type oppppp👍❤️❤️❤️🥰🥰
@HADE_TO_FOIR,Love your video and your voice ❤️❤️
@falling_ladder,"If I had a rupee every time a youtube animator worked with Netflix I'd have two rupee, which isn't a lot but it's weird that it happened twice"
@HADE_TO_FOIR,Bast fani video
@uniqueaman6656,"We wants more vdo form NYT 🤩🤩🤩🤩🤩
Pizzazz 🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿🙏🏿"
@adityaaryan9372,That manager scared in speed meme😂
@Absh-cj4nq,NYT X NETFLIX
@backbhanchervolg8389,Not your type ☺️😜☺️😜❤❤❤
